Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
How GPT-4o and Google Gemini Could Transform Your Business: A Conversation with Conor Grennan,"Tech leaders OpenAI and Google are revolutionizing the world of voice assistants with the release of GPT-4o and updates to Google Gemini. These new AI chatbots can respond to voice commands, images, and videos faster than ever before. But what does this mean for business? Which industries will be most affected by these developments? And what should business decision makers, product managers, and leaders be thinking about right now? Join Ashley Kennedy as she explores these questions with AI expert Conor Grennan. Conor will share the opportunities and challenges presented by these new AI innovations and offer tips for staying ahead of the curve on upcoming releases.",Course,2024-08-29 12:03 UTC,N/A,false,N/A,
Using ChatGPT and Generative AI in FinTech,"Generative AI—and ChatGPT, in particular—have captured the imagination of the general public as well as the interest of the entire global business community. While there are still significant issues and problems with generative AI tools, the technology has now progressed to such a pivotal point that it can provide clear and valuable applications in the field of finance. From reviewing financial data to analyzing financial reports and generating images for presentations, generative AI offers new possibilities for making complex financial tasks more efficient in a way that’s approachable for today’s professionals. Join instructor Michael McDonald to learn how to start using ChatGPT and other generative AI tools for real-world, everyday tasks in finance. By the end of this course, you’ll be prepared to leverage generative AI to make better business decisions with big data, business intelligence, predictive analytics, and more.",Course,2024-09-21 04:46 UTC,N/A,false,N/A,
Leading with Generative AI: Master Change Management for Success,"Master the integration of generative AI within organizational change management in this comprehensive course designed for business leaders and transformation specialists. Through 15 focused modules, instructors Christopher White and Bob Higgins offer insights on how to navigate the unique challenges of implementing AI technologies while maintaining organizational stability and growth. This course introduces the innovative FASTER framework, a structured approach specifically designed for AI-driven transformations. Along the way, explore the historical context of AI compared to past technological innovations, strategic approaches to workforce adaptation and development, practical implementations of the FASTER framework for AI integration, methods for building organizational readiness and acceptance, techniques for sustainable change management in the age of AI, and strategies for measuring and replicating transformation success.",Course,2025-01-16 05:06 UTC,N/A,false,N/A,
Advanced Cyber Threat Intelligence,"<p>Do you want to take your cyber threat intelligence skills to the next level so you can better protect your organization? In this advanced cyber threat intelligence course, learn to leverage existing data sources, reduce false positives, and use models like the Cyber Kill Chain and the MITRE ATT&CK framework to structure your analysis. Go over internal data acquisition, as well as external, private, community, and public data sources, and learn how to leverage OSINT. Explore data processing, including common CTI standards, storage, integration, and threat intelligence platforms. Get a thorough introduction to analysis with Cyber Kill Chain, the diamond model, and the courses of action matrix. Explore campaign analysis and attribution. Plus, dive into dissemination and tactical, operational, and strategic intelligence.</p>

<p>This course was created by Cybrary. We are pleased to host this training in our library.</p>",Course,2024-10-20 16:45 UTC,N/A,false,N/A,
ChatGPT: Publishing GPTs on the GPT Store,"The GPT Store allows you to share your own custom versions of ChatGPT with other users in a marketplace. In this course you’ll learn how to set up your account to publish GPTs in the GPT Store, how to create and manage public GPTs, and the rules and restrictions governing GPTs and the GPT Store.",Course,2024-07-19 03:03 UTC,N/A,false,N/A,
Coaching Skills for Leaders and Managers,"<p>Leaders who provide targeted, ongoing coaching to their employees can strengthen their team and add value to their organization. In this course, leadership expert Sara Canaday shares the differences between managing, training, and coaching, and provides managers with coaching models and skills to support the development and growth of their employees. Sara presents the business case for coaching, explores common coaching challenges, explains how to provide feedback and set goals, and provides opportunities to practice what you learn with role play scenarios.</p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations. </p>",Course,N/A,N/A,true,N/A,
Learning SnowflakeDB,"Are you in the process of trying to scale your business but bumping up against storage and capacity limits? Rather than shelling out more resources for expensive hardware and software licenses, consider Snowflake, the popular data warehouse and data management platform with unique data exchange capabilities for your business. Join instructor Lynn Langit and learn about how to use Snowflake—the power of the cloud awaits you.<br><br>Discover why Snowflake is one of the most rapidly growing cloud-based data management platforms in the industry. Explore the features and functions of the platform, what Snowflake does, how it works, and how to get the most out of its data storage and query processing power with hands-on examples, demos, and scenarios along the way. Lynn gives you tips and techniques for account management, authentication, security protocols, architectural patterns, the data life cycle, and more.",Course,2022-08-17 21:37 UTC,N/A,false,N/A,
Exploring Million-Token Models with Google Gemini Pro 1.5,"Google Gemini Pro 1.5 breaks new ground with its million-token capacity, reshaping AI prompting by maximizing the size of its context window. 

Learn how modern LLMs use a million tokens to handle complex data sets, and allow advanced analysis of different media types, such as text, images, audio, and video processing.",Course,2024-08-05 14:09 UTC,N/A,false,N/A,
30-Minute Resume Refresh,"<p>Your resume should evolve as you do in your career. Learn how to quickly revamp the look and content of your resume to make it stand out to recruiters and hiring managers, and land your ideal career. Instructor Sho Dewan, the CEO of Workhap and a LinkedIn Top Voice for Job Search & Careers, shares advice from the perspective of a former recruiter.</p>
<p>Sho discusses the underlying purpose of a resume, as well as the importance of refreshing this critical document regularly—particularly when you’re applying to new roles. He then covers actionable steps you can take to give your resume a contemporary look, tailor it for each role you apply to, and craft a winning resume with a recruiter’s priorities in mind.</p>",Course,2023-12-02 16:56 UTC,2023-12-02 16:55 UTC,false,N/A,
Learning Soldering for Electronics,"In an electronic product such as a cell phone, toy, or automobile, electronic components are attached using solder, a metal compound that melts at a low-enough temperature to be able to be worked by hand or machine. Whether you are prototyping a new product, manufacturing a product at scale, or working on a project in your spare time, you will need to learn how to solder in order to create the electrical and mechanical connections that make it all work. In this course, learn about the tools and techniques needed to make great solder connections. Plus, get troubleshooting tips, including how to fix a cold solder joint and repair a mistake in a PCB.",Course,2021-06-14 12:03 UTC,N/A,false,N/A,
Social Media Marketing: Managing Online Communities,"Online communities are the quickest way to find new customers and reach like-minded people. With platforms such as WordPress, Facebook, or Twitter, it's easier than ever to create an online community of your own. But it's important to know how to engage visitors in the right way. Your online audience can be your best advocates—and help you attract more fans and followers. In this course, Megan Adams explores how to turn an online audience into a true community. She walks you through strategies for the most popular social media tools, like Facebook, Instagram, and LinkedIn, as well as how to identify and work with influencers to gain followers and grow your community. Plus, get tips on creating and sharing content that keeps your audience engaged.",Course,2021-12-06 22:25 UTC,N/A,false,N/A,
Nano Tips for Using Microsoft Office with Mike Tholfsen,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>Do you need to increase your mastery of Microsoft Office, in as little time as possible? Experienced product leader Mike Tholfsen has you covered with useful tips and tricks for Excel, Outlook, PowerPoint, Word, OneNote, and Teams. Topics include using SEQUENCE in Excel, Mike’s career saver rule in Outlook, using Designer in PowerPoint, using Editor in Word, and much more. Each video is less than a minute long, so you can make learning fit into even your busiest days.",Course,2022-09-19 15:32 UTC,N/A,false,N/A,
Creating a Chat Tool Using OpenAI Models and Pinecone,"Embeddings and vector databases allow developers to create tools that can retrieve knowledge from custom documents and use it to form more accurate and dynamic conversations. But while cutting-edge AI models like ChatGPT can generate useful conversational responses to many different kinds of queries, the replies are always limited to the data that was available when the model was last trained. In this course,  instructor Guil Hernandez offers an overview of text embeddings, vector databases, and retrieval-augmented generation (RAG) to elevate and optimize your AI learning journey. Along the way, test out your new skills in the exercise challenges provided at the end of each section.",Course,2024-09-13 19:24 UTC,N/A,false,N/A,
Learning Apache Airflow,"<p>Get an introduction to Apache Airflow with Google cloud architect and data engineer Janani Ravi. With Apache Airflow—an open-source platform for developing, scheduling, and monitoring batch oriented workflows—you can schedule individual tasks that you want to run as a part of your processing pipeline, specify dependencies between these tasks, all programmatically in Python. Airflow manages these dependencies and ensures that tasks are executed in the right order. Join Janani as she shows you how to run workflows in Airflow, define tasks and dependencies, and use Python and SQLite operators. Learn about conditional branching, and how catch up and backfill work in Apache Airflow. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/data-engineering-foundations-professional-certificate-by-astronomer"" target=""_blank"">Professional Certificate</a> from Astronomer.</p>",Course,2024-10-09 06:50 UTC,N/A,false,N/A,
Getting into the Mind of the Hiring Manager (2020),"Even when technology plays a role in the hiring process, those systems are programmed by people who have their own ideas, biases, and assumptions about what makes a candidate the best fit for the role. Understanding the psychology of the job search can give candidates a distinct advantage. Career expert Dawn Graham explores the mind of the typical hiring manager, providing insight that can help candidates create a targeted job search strategy and land an offer.",Course,2021-03-03 17:34 UTC,N/A,false,N/A,
Get Hired at a Top Company: Strategies from Amazon VP Ofori Agboka,"<p>Landing a job at a top company isn't just about luck—it’s about knowing how to stand out.</p>

<p>Get a behind-the-scenes insider look from a leader at one of the world’s top companies. In this conversation, Ofori Agboka, Amazon’s Vice President of People Experience and Technology, joins LinkedIn career expert Andrew Seaman to share actionable tips on how to stand out as a candidate in your next job search. Learn what it takes to break into leading companies and how to grow your career once you’re in. Along the way, explore Amazon's core leadership philosophy, and discover insights on how you can align your skills and experiences to thrive in a high-performing, innovative environment.</p> 

<p>Whether you’re currently looking for a new role or contemplating a change down the road, Ofori offers proven, expert guidance to supercharge your skills and make your application stand out.</p>

<p>This is a recording of a live event and features audience participation and an unscripted Q&A. Visit <a href=""""http://linkedin.com/events"""" target=""""_blank""""><b>linkedin.com/events</b></a> for more can’t-miss conversations featuring prominent leaders.</p>",Course,2026-01-13 13:52 UTC,N/A,false,N/A,
S/4 Finance: Fiori Accounts Receivable Analytics,"Are you an Accounts receivable manager or supervisor? If so, then you know how important it is to understand how your accounts receivable process is performing. This course from Michael Management shows you new Fiori Accounts Receivable analytics capabilities and explains how to monitor the Accounts Receivable process with multiple metrics in S/4HANA. The course offers a demo of how to use the overview page. Then, through videos and demos, the course walks you through how to monitor total receivables, overdue receivables, future receivables, days beyond terms (DBT), and days sales outstanding (DSO). 
<br><br>
Note: This course was created by Michael Management. We are pleased to host this training in our library.",Course,2022-02-20 14:00 UTC,N/A,false,N/A,
Microsoft Project Quick Tips,"Take a quick minute or two and learn valuable, time-saving Microsoft Project tips from a project management pro, Bonnie Biafore, PMP and MCTS. She offers a series of bite-size insider solutions for many of the most common issues that frustrate Project users, covering data entry, scheduling, formatting, staying organized, and more.",Course,2022-01-30 22:01 UTC,N/A,false,N/A,
"ChatGPT Search: Conversational, Real-Time Research","Explore how to make the most of ChatGPT’s new web-searching ability to improve your research and information-gathering skills. Get real-time insights, stay updated on news, compare products, gather the latest data, and more. ChatGPT Search can streamline your searches, helping you find answers more quickly and efficiently.",Course,2025-03-18 13:11 UTC,N/A,false,N/A,
Learning C#,"The C# language got its start on Windows, but today you can find it almost everywhere.  Whether it’s running on the cloud, to desktops with MacOS and Linux, to mobile operating systems like Android and iOS, C# has grown into a mature, powerful language for almost any programming purpose.
In this course, Joe Marini dives into the fundamentals of C#, starting with a basic overview of language constructs like program flow and data types. He then gets into more advance topics such as functions, object-oriented programming techniques, and string processing. After this course, you’ll have a better understanding of C#, and how its combination of power, simplicity, and expressiveness make it an extremely versatile programming language that can be used for almost any scenario.
<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p>",Course,2024-07-11 20:50 UTC,N/A,false,N/A,
Time Series Analysis and Forecasting with ChatGPT,"<p>One of the highlights of this course is that no coding is required. Now, you can communicate with GPT-4o using human language to analyze, forecast, and visualize time series data. Start with the essentials of what can be forecasted and dive deep into the components of time series data like trends, seasonality, cycles, and noise. Learn to decompose data using additive, multiplicative, and STL methods.</p><p>Discover how to analyze time series with autocorrelation and partial autocorrelation plots, assess stationarity using the ADF test, and transform non-stationary data. Advance to predictive modeling with ARIMA and exponential smoothing models, mastering hyperparameter tuning and model selection. By the end of this course, you’ll be equipped to predict tomorrow and prepare for the future with confidence.</p>",Course,2025-09-28 12:07 UTC,N/A,false,N/A,
InDesign Tips and Techniques,"<p>Anne-Marie “Her Geekness” Concepcion, co-founder of InDesign Secrets and Adobe-certified Creative Cloud Design and Layout instructor, hosts this weekly series exploring new ways to use InDesign and related software for creative work. Anne-Marie presents answers, how-tos, and cool discoveries for amateurs, pros, and everyone in between. She pulls in tips related to other software that designers use frequently, such as Acrobat, Photoshop, Google Docs, InCopy, and more, with a focus on how techniques in these programs can make your work in InDesign faster, easier, and more fun.</p>

<p>Note: Because this is an ongoing series, viewers will not receive a certificate of completion.</p>",Course,2025-03-21 11:51 UTC,N/A,false,N/A,
Figure Drawing: Tonal Rendering,"How can you make a good figure drawing into a great figure drawing? Give it drama with tonal rendering. This course—taught on the iPad Pro—provides you with step-by-step demonstrations that can help you enhance the dimensionality and drama of your figure drawings using tonal rendering techniques. Instructor Amy Wynne starts by demonstrating how to create a five-part tonal gradient, and then shows how to apply this to simple 3D geometric shapes such as an egg, a cylinder, and a block; these shapes serve as the building blocks for constructing your figures. Amy also shows how to build the figure from the inside out—from structure to tonality—and apply silhouette and camouflage using inspiring master drawings as examples. Upon completing this course, you'll be equipped with a few simple techniques that can help you add beautiful lights and shadows to your figure sketches.",Course,2020-10-08 16:56 UTC,N/A,false,N/A,
LEED Green Associate Cert Prep,"Are you both passionate and  knowledgeable about the latest green building principles and practices? If so, earning the LEED Green Associate credential can help you advance your career by demonstrating your expertise in sustainable design, construction, and building operations. In this course, instructor Fulya Kocak Gin gives you an overview of what to expect on the LEED Green Associate exam and provides background on the key topics and concepts you need to know. Fulya covers alternative transportation options, sustainable site strategies, ways to reduce energy and water use, renewable energy solutions, enhanced indoor air strategies, and much more. Plus, she includes a practice exam so you can solidify your understanding of the concepts covered in this course.",Course,2024-07-12 16:51 UTC,N/A,false,N/A,
How to Use Rejection to Your Advantage,"Rejection can feel like a gut punch when it happens. But what if you could take a moment to process and then use rejection as inspiration for your professional success? In this audio-only course adapted from the <i>Modern Mentor</i> podcast, Rachel Cooke teaches you how to turn rejection into fuel for future success by showcasing how to process rejection and act on feedback. Rachel shares practical advice to help you improve your confidence, craft your narrative, expand your skills, process constructive feedback, and demonstrate accountability.
<br><br>
This course was created by Macmillan Publishers. We are pleased to offer this training in our library.",Course,2022-01-17 22:43 UTC,N/A,false,N/A,
Teamwork Essentials: Stand Out as a Valuable Team Member,"When you think of all the skills you could work on to advance your career, how often do you think about being a valuable team member? Almost never? In reality, working well with a team involves more than just a frame of mind, it takes a specific set of skills. In this course, leadership strategist Shadé Zahrai teaches you effective strategies to not only be a great teammate, but also how to develop skills while working with teams that will strengthen your reputation within your organization. She first shows you how to identify your own style of engaging with others, then how to use that information to cultivate strong relationships on the teams that you’re on by elevating the work of your teammates and nurturing trust. Shadé explains ways to build culture on the teams by fostering collaboration, navigating conflict, and creating an environment of psychological safety. Finally, learn techniques to develop strategic thinking skills that will serve your teams and help you solve problems.",Course,2023-07-28 15:58 UTC,N/A,false,N/A,
Raspberry Pi Essential Training (2022),"In this introductory class to the Raspberry Pi, technologist Mark Niemann-Ross explains the vocabulary associated with this single-board computer, then shows you how to plug in peripherals and perform basic computing tasks. Mark first describes how the Raspberry Pi compares to other computers and how it can be used as a media server, musical instrument, robotics controller, and more. He covers the members of the Raspberry Pi family and how to select the one that is right for you and the accessories that you need to use it effectively. Mark walks you through connecting your Raspberry Pi to wi-fi and ethernet, as well as getting it started. After examining operating systems for Raspberry Pi, he goes into why a virtual networking computer (VNC) for Raspberry Pi can be very helpful and how you can enable and use one. Mark discusses sound on your Raspberry Pi and how to use and control the GPIO board. After going over Raspberry Pi hardware, he dives into the Raspberry Pico microcontroller, then finishes up with how to run the Raspberry Pi OS on other computers.
<br><br>
Note: This course was created by Mark Niemann-Ross. We are pleased to host this training in our library.",Course,2022-08-02 22:07 UTC,N/A,false,N/A,
Negotiate a Raise Using Salary Data,"Ever felt undervalued at work? Grasp how to bridge that gap with Justin Sun, a global compensation advisor. This course demystifies the process of negotiating a raise using solid salary data. Justin shows you how to assess your market value and use salary surveys and research to your advantage. Gain the confidence to negotiate your worth effectively, backed by data and a deep understanding of the negotiation landscape. After this course, you'll be ready to negotiate for the pay you deserve.",Course,2025-09-06 16:53 UTC,N/A,false,N/A,
Figma: Animating Design Prototypes,"In this course, move beyond Figma's basic design tools into more complex and involved prototypes and mockups. While static prototypes can be very helpful, adding animation to your screen transitions and individual user interface interactions can take the realism of your designs to the next level. Instructor Joseph Labrecque starts with a look at how
animations and transitions are designed in a Figma prototype. Learn about the Smart Animate feature for quick motion and transitions, how to customize the parameters of animation—like duration, delay, and even custom ease and spring settings—in Figma, and how to create and animate common UX design patterns like splash screens, loading animations, transitions, component states, and progress bars.",Course,2025-04-04 02:00 UTC,N/A,false,N/A,
Financial Accounting Part 1,"<p>Anyone who needs to interpret financial statements or communicate financial results needs a solid understanding of financial accounting. This comprehensive, self-contained training course is designed to give business professionals—including managers, analysts, and entrepreneurs—the confidence they need to use financial data to drive strategic decision-making. Professors Jim Stice and Kay Stice use actual reports from real-world companies like Microsoft and Walmart to drive home ideas such as the difference between net income and cash flow and why the credits and debits system is so important to everyday accounting. They help you understand assets and liabilities; interpret balance sheets, income statements, and statement of cash flows; evaluate and adjust journal entries; and prepare your own financial statements. This is an MBA-level course, layered with case studies and insights that will help you bridge the gap between the academics of accounting and its real-world application.</p><p>Stay tuned for Part 2 of the training series, which covers ratio analysis, forecasting, and business valuation.</p>",Course,2020-03-26 03:49 UTC,N/A,false,N/A,
Scrum: The Basics,"<p>If you've spent any time in the project management world, you've likely heard of scrum—the popular framework for managing complex processes. If this mysterious-sounding framework has piqued your interest, this course can help provide you with a basic understanding of what scrum is and how you can start implementing it at work. Follow scrum expert Kelley O'Connell as she walks through why scrum has taken the business world by storm, and how it asks you to organize your team and work. Plus, she explains how to manage your projects and measure how they're faring, and set manageable improvement goals.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/atlassian-agile-project-management-professional-certificate"" >Professional Certificate</a> from Atlassian.</p>
<p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p>",Course,2022-01-02 17:15 UTC,N/A,false,N/A,
Remarketing Foundations,"Ever wondered what happens to people who visit your site but don’t complete the final purchase? If so, you may want to think about taking your digital marketing efforts to the next level with a strategic remarketing campaign. In this course, marketing expert Amy Bishop shows you how to successfully remarket your product site by advertising to people who have already engaged with your business.<br><br>Explore the foundations of remarketing campaigns and how to start building one from the ground up. Learn about different audience types and remarketing strategies that fit the unique needs of your product, audience, and ecosystem, designing new audiences, creating cross-channel campaigns, and increasing value for stronger remarketing efforts by identifying targeted audiences with Google Ads and other marketing channels. Along the way, get tips from Amy on tracking your progress and using data analytics to boost the performance of your campaign.",Course,2024-09-26 04:29 UTC,N/A,false,N/A,
Media Training Essentials,"There are more opportunities than ever to get your ideas in front of large audiences. You have TV, radio, and digital news, but you also have podcasts and social media sites. Many of these interviews can also be conducted from almost anywhere in the world. In this course, Jessica Chen, the founder and CEO of Soulcast Media--a global business communications agency--takes you through exactly what you need to do to prepare for any media interview. As a former Emmy Award-winning TV news reporter, Jessica knows firsthand the kinds of questions interviewers ask, and how you can navigate the conversation strategically using your words, tone of voice, and body language. After watching this course, you’ll be better prepared to project confidence and control your own narrative in all media interview settings.",Course,2025-04-28 04:04 UTC,N/A,false,N/A,
Introduction to SQL Using Google BigQuery,"As more and more companies adapt to cloud platforms—which are tailor-made for analytics and machine learning—many companies are also moving away from Amazon Web Services and trying alternative cloud vendors. Google Big Query has been gaining steam in the market in recent years, and provides some game-changing technology in the modern data landscape. In this course, instructor Danny Ma shows data professionals how to be productive and effective using GBQ and use the power of the cloud to analyze data at scale. If you have some SQL experience and want to learn what’s available on a modern cloud platform, join Danny in this course to see how BigQuery can help jumpstart your data career.",Course,2024-01-17 16:33 UTC,N/A,false,N/A,
Effective Listening (2019),"<p>Listening is a critical competency, whether you are interviewing for your first job or leading a Fortune 500 company. Surprisingly, relatively few working professionals have ever had any formal training in how to listen effectively. In this course, communications experts Tatiana Kolovou and Brenda Bailey-Hughes show how to assess your current listening skills, understand the challenges to effective listening (such as distractions!), and develop behaviors that will allow you to become a better listener—and a better colleague, mentor, and friend. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/essential-business-communication-skills-professional-certificate-by-linkedin-learning"" target=""_blank"">Professional Certificate</a> from LinkedIn Learning.</p>",Course,2020-12-24 17:59 UTC,N/A,false,N/A,
Computer and Text Neck Stretching Exercises,"Our necks bear the brunt of the stress when we spend too much time looking at screens. Taking a break is the best solution, but sometimes we can’t afford to go offline. Luckily, with simple corrections to your posture and typing habits, you can eliminate injury to this sensitive area. Join Dr. Baxter Bell for this series of exercises that can help relieve and prevent neck pain. Discover the proper way to stretch your back and neck, lengthen your neck muscles and upper spin, deepen your breath, and get the blood flowing through your body. Plus, learn a simple exercise that will benefit your neck and your wrists.<br><br>

Note: This course was created and produced by <a href=”https://www.desk-yogi.com” target=”_blank”>Desk Yogi</a>.",Course,2020-11-18 16:43 UTC,N/A,false,N/A,
Transforming Business with AI Agents: Autonomous Efficiency and Decision-Making,"Unlock the power of AI agents to revolutionize your business. In this course, best-selling author and thought leader Charlene Li delves into the ever-evolving landscape of AI, providing a clear, comprehensive introduction to autonomous, adaptive AI agents. You’ll learn how to define and identify AI agents and how they differ from other AI products. Charlene outlines AI agents’ potential to boost productivity and enhance decision-making, as well as how agents can automate complex workflows. Along the way, explore the critical challenges of trust, privacy, common ethical concerns, and key considerations for evaluating the use of AI agents in your organization.",Course,2024-09-15 19:30 UTC,N/A,false,N/A,
Marketing Foundations: The Marketing Funnel (2018),"Your goal as a marketer is to turn prospects into buyers. But there's a lot more than conversion to consider when talking about marketing. That's why the marketing funnel is such a popular representation of the customer experience. The funnel is the foundation for understanding the customer's journey on the path to purchase. It's a model all customers experience and it's incredibly important to your marketing foundation. In this course, expert Brad Batesole demystifies the marketing funnel and shows how to use it as a tool to help your campaigns succeed. Learn about the five unique segments of the funnel: awareness, interest, desire, action, and loyalty. Explore touchpoints and discover how to create campaigns that drive customers through the funnel. Plus, find out how to improve the performance of your funnel and evolve it to meet the changing needs of your business and your buyer.",Course,2024-01-11 07:39 UTC,N/A,false,N/A,
Creating Your IT Strategy,"<p>The role of information technology (IT) in organizations has changed dramatically. While historically the role of IT departments has been to support business functions, now they can make their organizations more productive than before. IT professionals are responsible for everything from hardware and networking to social media and data analytics. These technology trends require every organization to take a proactive approach to IT. </p>In this course, IT strategy consultant Peter High outlines how to create an agile IT department, measure IT performance, and create the role of business information officer. He also suggests ways in which leaders can change the organizational conversation about technology by sharing the IT mission, cocreating other departments' strategies, and finding areas of alignment. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/servicenow-it-leadership-professional-certificate"" target=""_blank"">Professional Certificate</a> from ServiceNow.</p>",Course,2022-02-06 21:40 UTC,N/A,false,N/A,
Career Wellness Nano Tips with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>In this course, get some quick tips on how to better manage your work life and career. Check out some practical advice on workload prioritization, emotional self-regulation, and managing overwhelming work experiences. Also learn how to bring empathy to work, receive feedback with confidence, and even find out the real reason behind procrastination.",Course,2022-07-12 00:09 UTC,N/A,false,N/A,
AI Trends,"<p>AI has shifted swiftly from the realm of science fiction to everyday use. But of the multitude of tools and technologies now available, which ones are best suited to your workflows and organization? In this ongoing series, industry experts guide you through the AI products and concepts that are out there—and how to identify what is most likely to benefit your organization.</p>

<p>To provide you with a variety of perspectives, each lesson is taught by a different AI thought leader: senior staff instructor Morten Rand-Hendriksen, AI ethicist Vilas Dhar, VP of engineering and AI product strategy at LinkedIn, Xavier Amatriain, and more! Tune in to start identifying the best ways to bring AI into your organization!</p>

<p>Note: Because this is an ongoing series, viewers will not receive a certificate of completion.</p>",Course,2024-07-17 15:02 UTC,N/A,false,N/A,
Negotiation Skills,"Negotiation skills aren't just important for the sales professionals among us. With a little practice, anyone can learn the simple rules of negotiation to get a great deal on a new car or house, or achieve greater success at work by getting better deals with suppliers, customers, and even colleagues. In this course, master negotiator Chris Croft walks through all the phases of a negotiation, from deciding to negotiate to closing. Chris discusses how to plan your negotiation and calculate your opening offer. Plus, he takes you through a series of specific negotiation tactics, demonstrates how to come to a win-win situation through the use of trading, and goes into how to close the deal.",Course,2020-05-08 04:08 UTC,N/A,false,N/A,
Navigating the EU AI Act,"<p>The European Union (EU) Artificial Intelligence (AI) Act is a first-of-its-kind global regulation for trustworthy AI. Once passed into law, the act will enforce a legal framework using a risk-based approach aimed at regulating the development, deployment, and use of AI in the European Union. Companies failing to abide by the reporting and transparency requirements defined in the act will be subject to monetary repercussions.</p><p>In this course, Tristan Ingold examines the transformative EU AI Act. He defines AI systems in the context of the EU and identifies requirements and obligations imposed by the act on AI system providers and users. He also details the various business and technical challenges and opportunities that stakeholders will have to consider. Whether you're a developer, business leader, or risk and compliance professional, or just interested in understanding the future of AI regulation, this course should help you understand how legislative developments will impact AI systems.",Course,2025-05-19 12:53 UTC,N/A,false,N/A,
Fundamentals of Dynamic Programming,"Having a clearer picture of dynamic programming (DP) can take your coding to the next level. It's a technique that makes it possible to adeptly solve difficult problems, which is why it comes up in interviews and is used in applications like machine learning. In this course, learn about the uses of DP, how to determine when it’s an appropriate tactic, how it produces efficient and easily understood algorithms, and how it's used in real-world applications. Compare different approaches to computing the Fibonacci Sequence and learn how to visualize the problem as a directed acyclic graph. Explore the different variations of DP that you’re likely to encounter by working through a series of increasingly complex challenges. Plus, build a content-aware image resizing application with these new concepts at its core.",Course,2021-12-07 23:17 UTC,N/A,false,N/A,
All You Have to Do Is Ask: How to Ask for Help When You Need It,"Join Wayne Baker, professor of business administration at the University of Michigan and author of <i>All You Have To Do Is Ask</i>, as he teaches you how to make the powerful skill of asking for what you need a daily habit. Learn how to decide on your goals and determine what you need to achieve them. Figure out who to ask for those resources and how to reach out to them using your networks and connections. Discover how to ask to make “yes” the most likely answer, how to turn a “no” into a successful new ask, and how to return the favor or pay it forward.<br><br>This audiobook was created by Penguin Random House. We are pleased to host this content in our library.",Course,2022-04-14 19:15 UTC,N/A,false,N/A,
Nano Tips for Dealing with a Difficult Boss with Elayne Fluker,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, discover strategies for leveraging your soft skills to deal with a difficult boss.</p><p>Gather insights from executive coach and author Elayne Fluker on how to deal with a difficult boss by optimizing your emotional intelligence, practicing empathy, adopting a growth mindset, and being an effective communicator. Along the way, Elayne offers practical, easy-to-use advice on ways to become more adaptable and more resilient so you can start showcasing your talent as a leader. By the end of this course, you’ll be prepared to deal with even the most difficult boss by using the power of your soft skills.</p>",Course,2025-03-07 12:22 UTC,N/A,false,N/A,
Leadership Stories: 5-Minute Lessons in Leading People,"Join expert storyteller Paul Smith to get engaging insights into leadership. Drawing on his exclusive, one-on-one interviews with over 250 CEOs and executives around the world, Paul reveals experiences that led these leaders to learn a critical lesson or gain some invaluable-and often unconventional-wisdom. Each video is centered around a single story. He covers topics such as setting a vision, leading change, and getting more creativity out of an organization. Think of this series as a fireside chat with someone who's had the luxury of interviewing some of the most insightful executives in the world.",Course,2018-08-21 11:21 UTC,N/A,false,N/A,
Advanced SQL for Data Scientists,"Many data scientists know how to work with SQL—the industry-standard language for data analysis. But as data sizes grow, you need to know how to do more than simply read and write from a database. This course provides a more sophisticated approach to designing data models and optimizing queries in SQL. Instructor Dan Sullivan begins with the logical and physical design of tables—with particular focus on very large databases—and then presents a deep dive review of indexes, including specialized indexes and when to use them. The next section introduces query optimization and shows how to optimize basic, multi-join, and more complex queries. The course also covers SQL extensions, including user-defined functions and specialized data types. The techniques taught here enable more efficient analysis of large data sets using SQL, statistics, and custom business logic.",Course,2022-01-25 18:45 UTC,N/A,false,N/A,
